Year,Country,Drought,Extreme temperature,Flood,Landslide,Storm,Total Disasters,Wildfire,Sea Level,Carbon stocks in forests,Forest area,Index of carbon stocks in forests,Index of forest extent,Land area,Share of forest area,Artificial surfaces (including urban and associated areas): Climate altering,Climate Altering Land Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating,Temperature
1994,11,0.0,0.0,6.0,0.0,0.0,2.0,1.0,-14.003235294117648,10914.537,111639.0,98.83042294,96.99979147,181157.0,61.62555132,758.73,103.4376276,9099.46,22423.47,4044.65,3952.36,0.0,6760.1,0.0,1593.82,0.0,124235.61,17080.12,0.347
1995,11,0.0,0.0,5.0,0.0,0.0,4.0,0.0,-9.194032258064516,10849.9547,109912.5,98.24563442,95.49968721,181157.0,60.67251058,783.14,101.8845128,9183.8,22051.03,3999.47,3992.31,0.0,6835.18,0.0,1610.08,0.0,123900.72,17593.01,0.372
1996,11,0.0,0.0,5.0,1.0,0.0,8.0,0.0,-6.184117647058824,10785.3724,108186.0,97.66084589,93.99958294,181157.0,59.71946985,805.74,103.2799025,9191.36,22341.15,4000.25,4003.25,0.0,6842.27,0.0,1612.0,0.0,123905.81,17246.81,0.4
1997,11,1.0,0.0,0.0,0.0,0.0,8.0,1.0,-1.0301515151515153,10720.7901,106459.5,97.07605736,92.49947868,181157.0,58.76642912,826.04,104.9324971,9231.12,22691.23,4005.48,4017.57,0.0,6870.48,0.0,1621.7,0.0,123697.29,16987.76,0.405
1998,11,0.0,0.0,1.0,0.0,0.0,9.0,1.0,-3.3877272727272727,10656.2078,104733.0,96.49126883,90.99937441,181157.0,57.81338839,847.07,105.7002739,9330.14,22842.34,4011.3,4023.15,0.0,6953.64,0.0,1631.61,0.0,123208.74,17101.22,0.992
1999,11,0.0,0.0,1.0,2.0,0.0,13.0,1.0,-4.777121212121212,10591.6255,103006.5,95.90648031,89.49927015,181157.0,56.86034765,865.21,105.1996722,9378.58,22711.94,4014.25,4031.39,0.0,7000.12,0.0,1641.94,0.0,123011.89,17293.36,0.26
2000,11,0.0,0.0,3.0,4.0,0.0,7.0,1.0,-0.4929411764705882,10527.0432,101280.0,95.32169178,87.99916588,187751.9,53.94352867,886.45,105.2889716,9380.95,22710.69,4020.9,4032.94,0.0,7006.03,0.0,1644.02,0.0,123095.01,17171.5,0.265
2001,11,0.0,0.0,4.0,4.0,0.0,6.0,0.0,5.1278873239436615,10514.0833,101117.92,95.20434073,87.85833942,187751.9,53.85720198,923.04,103.8476371,9360.95,22351.13,4036.12,4025.82,0.0,6986.11,0.0,1648.21,0.0,123306.68,17310.91,0.515
2002,11,0.0,0.0,7.0,1.0,0.0,12.0,1.0,8.34177304964539,10501.1234,100955.84,95.08698967,87.71751295,187751.9,53.77087529,937.4,103.847721,9384.29,22336.73,4034.19,4026.7,0.0,6998.2,0.0,1654.17,0.0,123198.12,17378.69,0.599
2003,11,1.0,0.0,8.0,4.0,0.0,10.0,0.0,12.87835616438356,10488.1635,100793.76,94.96963862,87.57668648,187751.9,53.6845486,944.8,103.8898049,9422.08,22338.85,4028.48,4030.15,0.0,7026.13,0.0,1664.75,0.0,123039.42,17454.55,0.599
2004,11,0.0,0.0,1.0,4.0,2.0,13.0,0.0,14.648402777777775,10475.2037,100631.68,94.85228848,87.43586001,187751.9,53.59822191,950.43,105.0651685,9450.1,22596.61,4024.65,4035.58,0.0,7035.92,0.0,1677.19,0.0,122938.83,17239.65,0.546
2005,11,0.0,0.0,3.0,2.0,0.0,7.0,1.0,17.99523076923077,10462.2438,100469.6,94.73493742,87.29503354,187751.9,53.51189522,971.28,105.2845728,9520.17,22624.94,4022.7,4037.75,0.0,7082.07,0.0,1690.77,0.0,122565.57,17433.77,0.706
2006,11,0.0,0.0,8.0,3.0,0.0,8.0,1.0,19.878611111111116,10449.2839,100307.52,94.61758637,87.15420707,187751.9,53.42556853,991.28,103.4836287,9594.55,22201.32,4014.66,4042.14,0.0,7135.98,0.0,1704.41,0.0,122129.51,18135.21,0.401
2007,11,0.0,0.0,8.0,2.0,0.0,8.0,0.0,18.875945945945944,10436.324,100145.44,94.50023532,87.0133806,187751.9,53.33924184,1008.52,102.1263118,9702.97,21879.85,4006.2,4055.96,0.0,7222.7,0.0,1726.33,0.0,121557.23,18789.05,0.448
2008,11,0.0,0.0,12.0,1.0,0.0,11.0,0.0,21.95351851851852,10423.3641,99983.36,94.38288427,86.87255413,187751.9,53.25291515,1024.85,102.0907346,9783.14,21855.52,3991.82,4070.47,0.0,7289.53,0.0,1743.87,0.0,121164.22,19025.17,0.252
2009,11,0.0,0.0,5.0,2.0,0.0,12.0,0.0,25.613333333333333,10410.4042,99821.28,94.26553322,86.73172766,187751.9,53.16658846,1042.5,100.5596653,9783.62,21494.75,3983.75,4083.45,0.0,7298.54,0.0,1767.13,0.0,121163.55,19331.47,0.562
2010,11,0.0,0.0,7.0,1.0,0.0,8.0,0.0,24.16216216216216,10397.4443,99659.2,94.14818216,86.59090119,187751.9,53.08026177,1059.69,101.3749377,9865.85,21660.33,3983.23,4084.78,0.0,7364.53,0.0,1785.65,0.0,120689.76,19455.38,0.768
2011,11,0.0,0.0,6.0,2.0,0.0,11.0,0.0,23.655753424657533,10300.2375,98732.94,93.26798091,85.78610155,187751.9,52.58691923,1078.66,99.89058564,9930.16,21308.63,3976.79,4088.29,0.0,7415.1,0.0,1815.19,0.0,120310.68,20025.2,0.288
2012,11,0.0,0.0,7.0,2.0,2.0,12.0,0.0,34.23550724637681,10203.0306,97806.68,92.38777875,84.98130191,187751.9,52.09357668,1103.35,100.5482534,9992.97,21431.34,3971.83,4089.95,0.0,7462.72,0.0,1832.81,0.0,119949.03,20114.74,0.42
2013,11,0.0,0.0,10.0,2.0,0.0,10.0,0.0,34.72517857142857,10105.8237,96880.42,91.50757659,84.17650228,187751.9,51.60023414,1154.03,99.91804484,10015.55,21239.42,3970.34,4088.9,0.0,7476.16,0.0,1847.51,0.0,119795.23,20361.61,0.773
2014,11,0.0,0.0,6.0,2.0,0.0,8.0,0.0,40.18111111111111,10008.6168,95954.16,90.62737443,83.37170264,187751.9,51.10689159,1217.18,99.75480898,10050.45,21139.7,3916.76,4117.39,0.0,7505.36,0.0,1879.67,0.0,119612.36,20510.0,0.759
2015,11,1.0,0.0,6.0,3.0,0.0,14.0,1.0,49.22,9911.41,95027.9,89.74717318,82.566903,187751.9,50.61354905,1248.59,100.0,10052.25,21163.23,3916.05,4116.9,0.0,7504.85,0.0,1877.71,0.0,119617.33,20451.86,0.755
2016,11,0.0,0.0,10.0,2.0,0.0,26.0,0.0,52.71385714285714,9933.9906,95271.8,89.95163904,82.77882042,187751.9,50.74345453,1256.72,102.5296433,10121.44,21722.05,3920.16,4102.85,0.0,7557.75,0.0,2050.12,0.0,118961.09,20256.68,1.386
2017,11,0.0,0.0,7.0,2.0,1.0,2.0,0.0,53.893137254901966,9798.9641,93949.8,88.72898286,81.63017412,187751.9,50.03933382,1261.96,100.0863802,10146.92,21169.23,3922.15,4098.94,0.0,7578.7,0.0,2077.66,0.0,118765.54,20927.76,0.932
2018,11,0.0,0.0,6.0,2.0,0.0,1.0,0.0,59.46405405405405,9735.8074,93344.27,88.15710305,81.1040472,187751.9,49.71681778,1268.79,99.4739647,10192.14,21025.15,3922.72,4094.69,0.0,7616.36,0.0,2107.68,0.0,118456.38,21264.98,0.846
2019,11,0.0,0.0,11.0,2.0,0.0,3.0,1.0,66.28837837837838,9672.6495,92738.73,87.58521237,80.57791158,187751.9,49.39429641,1275.74,99.53437921,10244.05,21031.74,3919.96,4089.63,0.0,7662.08,0.0,2132.18,0.0,118161.93,21431.58,1.026
2020,11,0.0,0.0,25.0,1.0,0.0,0.0,0.0,65.68148648648649,9609.4928,92133.2,87.01333256,80.05178466,187751.9,49.07178037,1312.15,99.60307509,10290.96,21010.84,3919.54,4077.2,0.0,7698.66,0.0,2140.48,0.0,117929.97,21570.06,1.192
1992,12,0.0,0.0,2.0,0.0,0.0,3.0,0.0,44.4425,419.2432,7745.65,100.0,100.0,29411.0,26.33589473,496.69,99.13492049,3263.29,10846.33,390.47,0.0,42.31,1303.68,31.71,238.71,901.65,9098.06,3568.75,0.494
1993,12,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-30.14058823529412,428.8748,7823.6,102.2973778,101.0063713,29411.0,26.60093162,509.84,99.0757197,3264.57,10826.41,390.26,0.0,42.31,1303.46,31.71,238.55,890.84,9100.23,3583.48,0.486
1994,12,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-13.090588235294115,438.5065,7901.55,104.5947794,102.0127426,29411.0,26.86596852,525.03,98.68437677,3266.03,10766.45,389.89,0.0,42.31,1303.27,31.69,238.38,878.41,9102.71,3637.51,1.479
1995,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-10.0575,448.1382,7979.5,106.892181,103.019114,29411.0,27.13100541,540.45,100.0853871,3265.67,10911.33,391.36,0.0,42.31,1289.23,31.87,237.19,866.61,9121.35,3484.3,0.395
1996,12,0.0,0.0,2.0,1.0,0.0,4.0,0.0,12.807272727272728,457.7698,8057.45,109.1895587,104.0254853,29411.0,27.3960423,555.85,100.0671211,3273.52,10893.84,397.2,0.0,42.31,1288.07,31.83,239.84,859.52,9103.52,3496.17,0.218
1997,12,1.0,0.0,0.0,0.0,1.0,3.0,0.0,10.586060606060608,467.4015,8135.4,111.4869603,105.0318566,29411.0,27.66107919,572.44,99.59485943,3288.73,10823.21,397.36,0.0,42.31,1289.73,31.82,240.91,848.81,9077.95,3568.39,0.917
1998,12,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.7254545454545465,477.0332,8213.35,113.7843619,106.0382279,29411.0,27.92611608,590.55,99.32345803,3325.82,10774.05,397.54,0.0,42.31,1296.85,31.65,242.66,837.81,9010.12,3632.31,0.933
1999,12,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.989090909090909,486.6649,8291.3,116.0817635,107.0445992,29411.0,28.19115297,609.28,100.0782537,3379.39,10841.68,415.5,0.0,42.31,1337.92,31.32,245.43,830.31,8798.26,3650.26,0.88
2000,12,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.8888235294117648,496.2965,8369.25,118.3791413,108.0509705,29571.8,28.30145612,626.91,100.7299417,3400.84,10898.62,415.93,0.0,42.31,1351.49,31.26,246.32,820.26,8742.28,3605.45,1.202
2001,12,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.710555555555557,505.9811,8435.129,120.6891608,108.9014996,29571.8,28.52423255,657.51,100.7658286,3409.81,10872.13,414.97,0.0,42.31,1355.82,31.31,246.56,797.71,8705.6,3647.95,1.495
2002,12,1.0,0.0,3.0,0.0,0.0,2.0,0.0,14.935714285714283,515.6657,8501.008,122.9991804,109.7520286,29571.8,28.74700897,698.77,102.6120945,3417.75,11042.12,414.73,0.0,42.31,1355.66,31.39,246.52,771.22,8687.48,3473.73,0.877
2003,12,0.0,1.0,2.0,0.0,0.0,2.0,0.0,4.439178082191781,525.3502,8566.887,125.3091762,110.6025576,29571.8,28.9697854,734.44,102.096902,3414.94,10947.49,414.36,0.0,42.31,1362.73,31.36,246.74,754.81,8683.72,3548.75,1.489
2004,12,0.0,0.0,0.0,0.0,1.0,3.0,0.0,10.885833333333332,535.0348,8632.766,127.6191957,111.4530866,29571.8,29.19256183,769.87,102.6423679,3420.01,10974.48,414.29,0.0,42.31,1372.53,31.33,246.55,739.77,8663.21,3507.32,0.71
2005,12,0.0,1.0,0.0,0.0,0.0,4.0,0.0,-2.6427692307692308,544.7194,8698.645,129.9292153,112.3036156,29571.8,29.41533826,802.88,102.2186661,3419.72,10892.99,414.0,0.0,42.31,1367.88,31.3,246.49,715.69,8672.48,3575.93,0.534
2006,12,0.0,0.0,0.0,1.0,1.0,3.0,0.0,9.467777777777776,554.4039,8764.524,132.239211,113.1541446,29571.8,29.63811469,824.49,101.1281774,3417.41,10746.61,413.72,0.0,42.31,1363.07,31.37,246.45,702.64,8685.62,3707.99,0.826
2007,12,0.0,1.0,0.0,0.0,0.0,4.0,1.0,-0.5681081081081076,564.0885,8830.403,134.5492306,114.0046736,29571.8,29.86089112,852.14,100.6826264,3415.85,10667.98,413.35,0.0,42.31,1360.25,31.44,246.39,688.7,8698.01,3765.26,1.532
2008,12,0.0,0.0,3.0,0.0,0.0,3.0,0.0,27.65471698113208,573.7731,8896.282,136.8592502,114.8552026,29571.8,30.08366755,871.23,101.6860674,3414.18,10763.7,412.57,0.0,42.31,1357.37,31.62,246.03,680.04,8711.75,3650.87,1.125
2009,12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,19.33958904109589,583.4577,8962.161,139.1692698,115.7057316,29571.8,30.30644398,886.51,99.66136875,3413.17,10516.75,412.49,0.0,42.31,1356.18,31.52,245.98,672.82,8719.62,3884.31,1.213
2010,12,0.0,1.0,1.0,0.0,1.0,5.0,0.0,57.28554054054055,593.1422,9028.04,141.4792655,116.5562606,29571.8,30.52922041,899.94,99.8866127,3418.03,10529.1,412.17,0.0,42.31,1357.63,31.54,246.09,667.52,8708.11,3869.24,0.728
2011,12,0.0,1.0,2.0,1.0,0.0,4.0,0.0,14.475205479452056,602.8135,9081.848,143.7861127,117.2509473,29571.8,30.71117754,912.74,99.42763553,3419.67,10463.78,412.44,0.0,42.31,1357.71,31.5,246.09,663.24,8707.34,3924.85,1.221
2012,12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.70623188405797,612.4847,9135.656,146.092936,117.945634,29571.8,30.89313468,926.88,101.6893885,3422.8,10708.43,412.54,0.0,42.31,1358.55,31.44,246.21,658.38,8700.35,3673.78,1.512
2013,12,0.0,0.0,1.0,0.0,0.0,4.0,0.0,27.71446428571429,622.156,9189.464,148.3997832,118.6403207,29571.8,31.07509181,944.26,102.5898228,3424.6,10794.07,412.08,0.0,42.31,1358.41,31.43,246.32,653.32,8701.6,3573.25,0.974
2014,12,0.0,0.0,4.0,0.0,1.0,4.0,0.0,38.27222222222222,631.8273,9243.272,150.7066304,119.3350074,29571.8,31.25704895,966.26,100.9735512,3431.49,10587.14,413.36,0.0,42.31,1364.14,31.39,246.37,648.14,8685.45,3765.61,1.618
2015,12,0.0,0.0,3.0,0.0,1.0,5.0,0.0,19.29054054054054,641.4985,9297.08,153.0134538,120.0296941,29571.8,31.43900608,982.05,100.0,3432.59,10459.96,413.14,0.0,42.31,1363.92,31.33,246.37,644.55,8687.93,3877.52,1.704
2016,12,0.0,0.0,1.0,0.0,0.0,7.0,0.0,46.40385714285714,645.2114,9350.89,153.8990734,120.7244066,29571.8,31.62096998,982.18,100.2046301,3429.89,10483.24,413.21,0.0,42.31,1363.52,31.36,245.91,643.97,8707.8,3838.27,1.71
2017,12,1.0,0.0,1.0,0.0,2.0,2.0,0.0,20.31921568627451,648.9243,9404.7,154.784693,121.4191191,29571.8,31.80293388,989.65,100.0764726,3430.95,10461.11,413.31,0.0,42.31,1363.66,31.34,245.61,639.06,8710.24,3854.43,1.611
2018,12,0.0,2.0,1.0,0.0,1.0,6.0,0.0,64.77783783783784,652.6372,9458.51,155.6703126,122.1138316,29571.8,31.98489777,994.16,100.3828331,3430.54,10491.65,413.54,0.0,42.31,1367.24,31.31,245.51,635.24,8727.07,3803.09,1.843
2019,12,0.0,1.0,1.0,0.0,3.0,3.0,0.0,51.02108108108108,656.3501,9512.32,156.5559322,122.8085442,29571.7,32.16697045,994.37,101.1581678,3436.3,10580.15,414.25,0.0,42.31,1372.77,31.31,245.56,635.62,8733.73,3695.28,1.695
2020,12,0.0,0.0,3.0,1.0,3.0,2.0,0.0,65.20891891891893,660.063,9566.13,157.4415518,123.5032567,29571.7,32.34893496,994.0,104.3872387,3436.02,10949.84,414.93,0.0,42.28,1374.45,31.38,245.78,635.73,8733.38,3323.48,1.889
1992,13,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.162500000000001,1191.796,24935.2,100.0,100.0,36460.0,68.390565,900.59,92.50207995,1279.59,6979.97,954.53,2.84,0.0,868.03,70.66,7.69,4.01,25696.48,667.79,0.326
1993,13,0.0,0.0,1.0,2.0,3.0,3.0,0.0,-24.23235294117647,1213.844,24927.8,101.849981,99.97032308,36460.0,68.37026879,925.96,92.64089745,1281.02,6966.42,954.09,2.84,0.0,867.88,70.66,7.41,4.01,25699.08,652.78,0.005
1994,13,0.0,0.0,0.0,0.0,3.0,7.0,0.0,-11.999019607843138,1235.892,24920.4,103.6999621,99.94064615,36460.0,68.34997257,948.74,92.84726997,1282.39,6961.23,953.68,2.84,0.0,867.79,70.66,7.28,3.99,25701.7,631.89,0.958
1995,13,0.0,0.0,1.0,0.0,1.0,3.0,0.0,-7.065578947368421,1257.94,24913.0,105.5499431,99.91096923,36460.0,68.32967636,970.35,94.31718719,1285.74,7064.83,953.87,2.84,0.0,863.85,71.25,7.23,4.0,25585.59,622.56,0.342
1996,13,0.0,0.0,0.0,1.0,1.0,4.0,0.0,-5.7897,1279.988,24905.6,107.3999241,99.88129231,36450.0,68.32812071,989.45,94.56313312,1286.92,7066.67,956.28,2.84,0.0,863.8,71.27,7.22,3.96,25581.7,601.94,-0.132
1997,13,0.0,0.0,0.0,1.0,2.0,5.0,0.0,5.824242424242424,1302.036,24898.2,109.2499052,99.85161539,36450.0,68.30781893,1005.47,95.12417678,1291.71,7098.46,956.19,2.84,0.0,865.7,71.41,7.22,3.96,25538.78,590.37,0.449
1998,13,0.0,0.0,1.0,1.0,5.0,6.0,0.0,-1.039393939393939,1324.084,24890.8,111.0998862,99.82193846,36450.0,68.28751715,1020.69,95.56494481,1297.64,7120.81,956.48,2.84,0.0,868.68,72.8,7.21,3.95,25500.13,580.97,1.194
1999,13,0.0,0.0,2.0,0.0,1.0,3.0,0.0,4.05050505050505,1346.132,24883.4,112.9498673,99.79226154,36450.0,68.26721536,1034.92,98.38910994,1328.19,7347.16,956.95,2.84,0.0,883.5,74.76,7.56,3.99,25199.96,592.28,0.944
2000,13,0.0,0.0,1.0,0.0,3.0,11.0,0.0,5.132352941176471,1368.18,24876.0,114.7998483,99.76258462,36450.0,68.24691358,1048.89,98.81786201,1340.75,7369.71,956.8,2.84,0.0,892.47,75.5,7.56,3.98,25147.17,586.41,0.624
2001,13,0.0,0.0,1.0,0.0,4.0,4.0,0.0,2.899074074074074,1396.1376,24885.0,117.145686,99.79867817,36450.0,68.27160494,1060.24,98.9801991,1334.05,7372.19,956.8,2.84,0.0,884.29,75.5,7.52,3.97,25155.72,578.96,0.409
2002,13,0.0,0.0,0.0,0.0,5.0,5.0,1.0,9.450238095238095,1424.0952,24894.0,119.4915237,99.83477173,36450.0,68.2962963,1069.94,99.1541797,1335.73,7377.33,956.75,2.84,0.0,884.91,75.53,7.49,3.97,25143.38,574.29,0.621
2003,13,0.0,0.0,1.0,0.0,2.0,5.0,0.0,10.401232876712328,1452.0528,24903.0,121.8373614,99.87086528,36450.0,68.32098765,1077.36,99.29516851,1334.33,7381.91,956.6,2.84,0.0,882.34,75.87,7.53,3.97,25140.23,569.13,0.312
2004,13,0.0,1.0,2.0,0.0,8.0,2.0,0.0,19.00217592592593,1480.0104,24912.0,124.1831991,99.90695884,36450.0,68.34567901,1083.32,99.79677195,1341.58,7418.69,956.49,2.86,0.0,886.45,76.56,7.61,4.02,25087.02,567.54,1.105
2005,13,0.0,0.0,1.0,0.0,3.0,5.0,0.0,5.585487179487179,1507.968,24921.0,126.5290368,99.94305239,36450.0,68.37037037,1140.89,99.7780767,1343.49,7359.55,955.81,2.86,0.0,884.98,76.5,7.29,3.87,25096.59,560.41,0.724
2006,13,0.0,0.0,2.0,0.0,3.0,2.0,0.0,7.34037037037037,1535.9256,24930.0,128.8748746,99.97914595,36450.0,68.39506173,1173.77,99.79299986,1344.25,7327.93,955.45,2.86,0.0,883.7,76.74,7.21,3.76,25103.09,553.43,0.374
2007,13,0.0,1.0,1.0,0.0,3.0,5.0,0.0,14.95108108108108,1563.8832,24939.0,131.2207123,100.0152395,36450.0,68.41975309,1264.36,99.7690328,1349.23,7235.28,954.68,2.86,0.0,882.46,76.9,6.74,3.67,25114.04,541.89,0.988
2008,13,0.0,1.0,1.0,0.0,0.0,7.0,0.0,18.4216875,1591.8408,24948.0,133.56655,100.0513331,36450.0,68.44444444,1319.13,99.72926752,1350.75,7177.12,953.97,2.89,0.0,880.64,77.19,6.47,3.59,25127.23,533.12,0.657
2009,13,0.0,1.0,0.0,2.0,2.0,9.0,0.0,18.988394495412845,1619.7984,24957.0,135.9123877,100.0874266,36450.0,68.4691358,1401.27,99.68270501,1353.73,7091.02,953.17,2.89,0.0,878.16,77.87,6.05,3.53,25144.26,520.18,0.793
2010,13,0.0,1.0,1.0,0.0,0.0,11.0,0.0,24.615270270270276,1647.756,24966.0,138.2582254,100.1235202,36450.0,68.49382716,1487.44,99.75437104,1361.54,7010.96,951.8,2.89,0.0,878.99,78.19,5.19,3.41,25142.54,509.2,0.913
2011,13,0.0,1.0,1.0,0.0,3.0,10.0,0.0,14.730045662100457,1662.432,24961.6,139.4896442,100.1058744,36450.0,68.48175583,1546.76,99.79305318,1365.97,6954.94,950.47,2.89,0.0,879.15,78.67,4.99,3.37,25143.04,501.92,0.585
2012,13,0.0,0.0,1.0,0.0,6.0,7.0,0.0,35.43062801932367,1677.108,24957.2,140.721063,100.0882287,36450.0,68.4696845,1600.79,99.8461997,1370.26,6905.44,949.2,2.94,0.0,879.54,79.19,4.82,3.33,25143.89,492.78,0.381
2013,13,0.0,1.0,1.0,0.0,7.0,4.0,0.0,21.13443113772455,1691.784,24952.8,141.9524818,100.070583,36450.0,68.45761317,1675.29,99.92487105,1375.48,6837.64,945.56,2.94,0.0,879.73,79.71,4.12,3.19,25144.49,484.02,0.609
2014,13,0.0,1.0,0.0,1.0,9.0,5.0,0.0,45.45611111111111,1706.46,24948.4,143.1839006,100.0529372,36450.0,68.44554184,1743.64,99.99209262,1383.62,6775.01,945.2,2.97,0.0,883.04,80.36,4.07,3.11,25136.13,474.99,0.543
2015,13,0.0,3.0,1.0,0.0,6.0,9.0,0.0,48.05963963963964,1721.136,24944.0,144.4153194,100.0352915,36450.0,68.43347051,1791.08,100.0,1386.35,6728.23,944.68,2.97,0.0,882.45,80.36,4.05,3.08,25143.21,465.62,0.817
2016,13,0.0,2.0,1.0,0.0,4.0,4.0,0.0,67.07671428571429,1745.8,24940.0,146.4848011,100.0192499,36450.0,68.42249657,1793.32,100.1225659,1392.38,6736.45,944.85,2.97,0.0,887.22,80.21,4.08,3.08,25125.52,462.08,1.307
2017,13,0.0,0.0,1.0,0.0,3.0,0.0,0.0,55.66372549019607,1770.385,24935.0,148.5476541,99.99919792,36450.0,68.40877915,1799.56,100.2100244,1395.4,6737.67,944.88,2.97,0.0,889.49,80.13,3.8,3.14,25116.91,458.25,0.781
2018,13,0.0,1.0,1.0,0.0,3.0,1.0,0.0,51.500990990990985,1770.385,24935.0,148.5476541,99.99919792,36450.0,68.40877915,1802.27,100.4406929,1403.44,6754.6,944.92,2.96,0.0,895.61,80.38,3.76,3.16,25087.7,453.35,0.908
2019,13,0.0,2.0,3.0,0.0,4.0,0.0,0.0,61.88297297297297,1770.385,24935.0,148.5476541,99.99919792,36450.0,68.40877915,1808.83,100.5267326,1405.41,6755.37,944.92,2.96,0.0,897.21,80.21,3.68,3.18,25083.19,447.19,1.253
2020,13,0.0,0.0,1.0,0.0,3.0,2.0,0.0,67.31432432432433,1770.385,24935.0,148.5476541,99.99919792,36450.0,68.40877915,1808.48,100.588257,1404.25,6760.76,946.2,2.98,0.0,896.63,80.25,3.7,3.17,25083.36,441.49,1.418
1992,14,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22.13,2525.9073,20433.07,100.0,100.0,32855.0,62.19166033,113.76,109.8317793,1513.13,859.91,462.41,598.04,0.0,1186.2,0.0,7.86,0.0,23256.99,5197.54,0.316
1993,14,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-24.473921568627453,2504.4315,20340.355,99.14977877,99.54625027,32855.0,61.90946583,116.79,107.73924,1513.33,838.33,462.37,597.98,0.0,1186.18,0.0,7.86,0.0,23257.47,5215.55,0.164
1994,14,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-32.92294117647059,2482.9557,20247.64,98.29955755,99.09250054,32855.0,61.62727134,120.0,107.9174018,1513.54,836.7,462.28,597.87,0.0,1186.15,0.0,7.86,0.0,23257.77,5213.71,0.31
1995,14,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-11.43255319148936,2461.4799,20154.925,97.44933632,98.63875081,32855.0,61.34507685,123.63,105.3433936,1523.27,810.25,455.63,619.63,0.0,1199.53,0.0,8.29,0.0,23254.2,5201.41,0.411
1996,14,0.0,0.0,1.0,1.0,1.0,2.0,0.0,-3.561287128712872,2440.0041,20062.21,96.5991151,98.18500108,32855.0,61.06288236,127.36,104.0145878,1517.28,794.74,457.93,625.2,0.0,1197.55,0.0,8.37,0.0,23314.67,5152.74,0.341
1997,14,0.0,0.0,0.0,0.0,1.0,4.0,1.0,-34.38010101010101,2418.5283,19969.495,95.74889387,97.73125135,32855.0,60.78068787,131.3,103.9413605,1521.24,790.15,458.72,629.51,0.0,1202.47,0.0,8.42,0.0,23310.51,5143.49,0.538
1998,14,1.0,0.0,1.0,0.0,0.0,2.0,1.0,-9.57,2397.0525,19876.78,94.89867265,97.27750162,32855.0,60.49849338,135.7,103.0928414,1528.26,778.23,458.52,633.33,0.0,1210.24,0.0,8.48,0.0,23296.16,5146.97,1.122
1999,14,0.0,0.0,1.0,0.0,0.0,3.0,0.0,9.544141414141414,2375.5767,19784.065,94.04845142,96.82375189,32855.0,60.21629889,139.82,103.7349329,1539.08,779.8,456.63,638.64,0.0,1221.83,0.0,8.48,0.0,23268.26,5143.27,0.335
2000,14,0.0,0.0,1.0,0.0,1.0,5.0,0.0,15.929019607843138,2354.1009,19691.35,93.1982302,96.37000216,32855.0,59.9341044,144.09,103.5238062,1549.25,773.66,456.13,639.47,0.0,1232.02,0.0,8.53,0.0,23240.63,5152.09,0.306
2001,14,0.0,0.0,4.0,0.0,0.0,3.0,0.0,20.09803738317757,2335.4519,19616.98,92.45992123,96.00603336,32855.0,59.70774616,158.05,105.501348,1556.42,777.23,456.89,641.94,0.0,1239.22,0.0,8.67,0.0,23230.54,5126.87,0.474
2002,14,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.1914285714285711,2316.8029,19542.61,91.72161227,95.64206456,32855.0,59.48138792,168.29,114.1632672,1563.06,843.78,455.47,643.52,0.0,1246.08,0.0,8.88,0.0,23221.52,5045.27,0.631
2003,14,0.0,0.0,3.0,0.0,0.0,2.0,0.0,11.393256880733944,2298.154,19468.24,90.98330727,95.27809575,32855.0,59.25502968,177.31,111.4188342,1563.1,810.43,454.58,645.1,0.0,1247.72,0.0,9.01,0.0,23248.25,5040.36,0.66
2004,14,0.0,0.0,3.0,0.0,2.0,2.0,0.0,4.258651162790698,2279.505,19393.87,90.2449983,94.91412695,32855.0,59.02867144,184.07,111.7888241,1571.63,806.95,453.23,647.24,0.0,1257.57,0.0,10.3,0.0,23235.85,5029.02,0.574
2005,14,0.0,0.0,2.0,0.0,0.0,2.0,1.0,-1.0126666666666668,2260.856,19319.5,89.50668934,94.55015815,32855.0,58.80231319,194.65,113.5327397,1586.41,811.83,452.78,648.42,0.0,1271.34,0.0,11.46,0.0,23173.96,5045.01,0.756
