Year,Country,Drought,Extreme temperature,Flood,Landslide,Storm,Total Disasters,Wildfire,Sea Level,Carbon stocks in forests,Forest area,Index of carbon stocks in forests,Index of forest extent,Land area,Share of forest area,Artificial surfaces (including urban and associated areas): Climate altering,Climate Altering Land Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating,Temperature
2009,27,0.0,0.0,2.0,1.0,3.0,10.0,0.0,36.79292517006803,488.1627,13227.664,139.4214795,134.1876329,31276.2,42.29306629,152.18,106.5001283,2088.03,8499.76,757.1,187.94,0.0,5857.22,61.4,6.05,18.49,10796.44,4519.71,0.691
2010,27,0.0,0.0,4.0,0.0,3.0,3.0,0.0,42.77702702702703,484.6478,13388.06,138.4176081,135.8147652,31329.4,42.73321545,162.45,103.9419272,2093.99,8281.67,755.83,189.87,0.0,5861.61,62.31,6.17,18.49,10776.75,4735.2,1.113
2011,27,0.0,0.0,3.0,0.0,2.0,5.0,0.0,38.24383561643835,492.226,13522.82,140.5819764,137.1818339,31328.4,43.16473232,171.75,104.0182454,2103.71,8278.57,754.13,193.42,0.0,5893.11,62.97,6.18,18.51,10718.04,4743.95,0.128
2012,27,0.0,0.0,1.0,0.0,3.0,8.0,0.0,52.20434782608695,499.8042,13657.58,142.7463446,138.5489026,31345.7,43.57082471,186.73,103.2862063,2107.66,8204.12,753.65,193.92,0.0,5895.84,64.65,6.16,18.51,10706.98,4806.12,0.764
2013,27,0.0,0.0,6.0,0.0,4.0,9.0,0.0,50.95267857142857,507.3823,13792.34,144.9106843,139.9159713,31300.733,44.06395211,212.05,103.1283081,2111.25,8165.97,753.87,194.0,0.0,5895.07,65.27,6.16,18.51,10706.1,4816.08,0.928
2014,27,0.0,0.0,0.0,0.0,3.0,7.0,0.0,43.09444444444445,514.9605,13927.1,147.0750526,141.28304,31337.1,44.44284889,243.32,102.794878,2116.0,8107.61,757.8,194.27,0.0,5900.89,67.05,6.15,18.5,10697.89,4834.84,0.551
2015,27,1.0,0.0,2.0,0.0,2.0,8.0,0.0,41.26486486486486,522.5387,14061.86,149.2394209,142.6501087,31338.3,44.87116404,256.11,100.0,2116.69,7867.77,757.6,194.22,0.0,5900.75,67.03,6.15,18.49,10700.32,5059.2,1.18
2016,27,0.0,0.0,4.0,0.0,4.0,11.0,0.0,49.57521428571428,530.5364,14377.68,151.5236002,145.8539351,31338.7,45.87835488,256.9,99.23669478,2108.51,7804.97,763.55,197.96,0.0,5877.67,66.04,6.15,18.62,10789.13,5054.83,1.139
2017,27,0.0,0.0,5.0,0.0,4.0,6.026957637997433,0.0,62.03696078431373,538.8473,14415.39,153.8972309,146.236483,31340.3,45.99633698,267.73,98.94862504,2105.78,7770.74,763.91,200.8,0.0,5890.09,66.34,6.13,18.66,10807.51,5046.65,1.103
2018,27,0.0,0.0,3.0,0.0,4.0,6.026957637997433,0.0,54.56716216216216,542.2641,14491.29,154.8730845,147.0064482,31342.9,46.23468154,274.85,98.57017128,2111.6,7732.87,763.97,203.17,0.0,5917.25,66.89,6.12,18.6,10792.01,5056.99,0.78
2019,27,1.0,0.0,5.0,0.0,2.0,6.026957637997433,0.0,60.32662162162162,542.9192,14567.19,155.060184,147.7764135,31342.9,46.47684165,275.6,93.67875941,2116.36,7334.75,764.14,205.14,0.0,5915.48,66.95,6.12,18.59,10876.36,5364.84,1.734
2020,27,0.0,0.0,1.0,0.0,10.0,6.026957637997433,0.0,71.45513513513514,546.1873,14643.09,155.9935682,148.5463787,31342.9,46.71900175,278.92,93.71171234,2119.3,7334.01,765.05,205.28,0.0,5910.09,67.05,6.1,18.62,10911.07,5328.42,1.418
