Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Type of Issuer,Use of Proceed,Principal Currency,1985,1986,1987,1990,1991,1992,1993,1994,1999,2000,2002,2003,2004,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Carbon reduction through reforestation and avoided deforestation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.980629
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,China Urban Construction,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001464
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,China Urban Construction,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.344133
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,"Circular Economy Adapted/Eco-efficient Products, Production Technologies/Processes",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01469
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,"Circular Economy Adapted/Eco-efficient Products, Production Technologies/Processes",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.55537
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Clean Transport,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3648469
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Clean Transport,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.3931
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Climate Change Adaptation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1212421
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Climate Change Adaptation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.9445
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,E-education programs - Education Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002322
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,E-education programs - Education Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5303521
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Economic Development,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Economic Development,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1468429
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Electric & Public Power,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007937
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Electric & Public Power,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.813023
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Eligible Green Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0893121
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Eligible Green Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0091
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Employee stock ownership plan,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.07e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Employee stock ownership plan,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2071852
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Energy Efficiency,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2100855
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Energy Efficiency,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.883
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Environmental Protection Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001825
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Environmental Protection Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.168824
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Environmentally Sustainable Products,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007233
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Environmentally Sustainable Products,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65215
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Equipment Upgrade/Construction,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002185
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Equipment Upgrade/Construction,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4991167
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Financing of Subordinated Loan,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001959
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Financing of Subordinated Loan,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4475129
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Funding new technologies to reduce GHS emissions,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001697
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Funding new technologies to reduce GHS emissions,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3875396
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Gas,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002774
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Gas,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6337318
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0041381
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.452381
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24e-07
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001197
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Refinance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004268
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Refinance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974993
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Working Capital,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Working Capital,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1529794
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Green Construction/Buildings,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055702
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Green Construction/Buildings,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.236
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Higher Education,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Higher Education,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1514041
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Industrial Development,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Industrial Development,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0622269
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Infrastructure,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006245
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Infrastructure,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.426406
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Land Preservation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002412
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Land Preservation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5509531
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Merger or Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005208
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Merger or Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.189538
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001341
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3063186
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Education,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032345
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Education,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.388283
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Housing,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007138
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Housing,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.630424
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Public Service,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003159
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Public Service,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.721544
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Transportation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001895
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Transportation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4328551
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pandemic,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pandemic,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0727802
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pollution Control,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001009
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pollution Control,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2305721
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pollution Prevention & Control,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048788
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pollution Prevention & Control,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14432
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Production/Supply of Cannabis,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Production/Supply of Cannabis,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0971005
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Project Finance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003444
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Project Finance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.786726
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Property Expendit (acquisit/development),Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Property Expendit (acquisit/development),Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0317249
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Redeem Existing Bonds or Securities,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015463
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Redeem Existing Bonds or Securities,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.532168
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Refinance/Financing expenses,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012495
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Refinance/Financing expenses,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.854121
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Renewable Energy Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0474398
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Renewable Energy Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3633
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Repay Bank Loan or Bridge Financing,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001792
