Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Iceland,IS,ISL,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,3.214,3.535,3.424,3.6,3.706,3.59,3.324,3.498,3.602,3.737,3.922,4.192,4.229,3.64,3.47,3.154,3.038,2.976,3.21,3.387,3.836,3.927,4.336,4.563,,,
India,IN,IND,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,37.064,40.221,42.419,39.702,41.093,47.603,46.567,51.509,51.026,39.323,28.225,23.967,18.224,54.787,53.261,49.095,63.827,94.698,145.938,160.59,132.19,132.366,102.065,106.103,,,
India,IN,IND,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,671.628,701.724,740.999,759.835,817.985,846.881,863.337,888.263,912.822,993.475,1051.677,1130.12,1254.814,1300.721,1436.647,1531.772,1608.1,1718.707,1723.398,1875.945,1912.637,1943.793,2104.896,2214.301,,,
India,IN,IND,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,84.671,83.578,93.209,99.185,109.024,122.039,121.402,137.931,142.318,178.434,201.822,231.224,259.568,310.251,299.554,349.574,399.081,430.639,448.414,465.937,444.86,441.711,456.692,480.273,484.321,403.044,546.828
India,IN,IND,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,37.065,40.222,42.42,39.703,41.094,47.604,46.568,51.51,51.027,39.324,28.225,23.967,18.225,54.787,53.261,49.095,63.827,94.698,145.939,160.59,132.19,132.366,102.065,106.103,96.242,58.661,80.74
India,IN,IND,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,47.535,43.297,50.659,59.29,67.736,74.238,74.613,86.118,91.065,138.88,173.348,206.983,240.914,255.223,246.094,300.223,334.928,335.787,302.296,305.18,312.853,309.408,354.845,374.394,388.079,344.383,466.088
India,IN,IND,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,708.692,741.945,783.419,799.536,859.078,894.484,909.904,939.772,963.847,1032.798,1079.901,1154.087,1273.038,1355.508,1489.907,1580.866,1671.928,1813.404,1869.337,2036.535,2044.827,2076.159,2206.961,2320.404,,,
Indonesia,ID,IDN,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,12.624,2.446,4.422,64.879,41.267,40.106,34.598,21.831,33.424,28.461,22.276,24.449,17.287,-9.638,3.478,-9.754,-10.979,-33.866,-46.415,-31.15,-11.937,-19.466,-20.664,-23.593,,,
Indonesia,ID,IDN,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,203.076,222.965,241.682,179.711,222.156,219.246,243.943,265.619,283.37,298.577,307.011,325.674,352.326,374.118,378.043,420.684,479.394,502.274,481.456,500.901,491.532,492.271,526.176,584.373,,,
Indonesia,ID,IDN,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,68.304,62.548,70.71,110.14,86.731,93.242,98.838,95.073,107.183,114.891,121.056,123.823,120.12,114.446,102.256,115.682,134.451,119.161,102.129,112.09,112.759,100.294,109.379,124.03,109.313,112.528,131.31
Indonesia,ID,IDN,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,12.625,2.448,4.424,64.882,41.268,40.107,34.599,21.832,33.425,28.462,22.277,24.45,17.287,-9.638,3.479,-9.754,-10.979,-33.866,-46.415,-31.15,-11.937,-19.466,-20.663,-23.593,-16.27,2.729,5.804
Indonesia,ID,IDN,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,56.03,60.47,66.603,45.681,45.579,53.407,64.412,73.422,73.913,86.363,98.712,99.316,102.756,124.048,98.669,125.255,145.298,152.928,148.445,143.187,124.69,119.67,129.993,147.644,125.583,109.799,125.506
Indonesia,ID,IDN,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,215.7,225.411,246.105,244.59,263.423,259.352,278.541,287.45,316.794,327.039,329.287,350.123,369.612,364.479,381.521,410.93,468.414,468.408,435.041,469.751,479.595,472.805,505.512,560.78,,,
Ireland,IE,IRL,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-0.082,-0.765,-0.416,-4.0,-3.11,-4.309,-3.681,-0.203,-1.178,-3.602,-5.898,-8.336,-10.623,-9.988,-8.971,-6.721,-4.64,-2.254,-1.957,-3.324,-0.848,-3.686,-0.909,2.569,,,
Ireland,IE,IRL,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,34.206,36.199,36.969,43.224,44.013,47.306,48.849,51.738,53.084,56.7,61.312,65.075,66.948,65.68,59.444,57.063,51.689,49.63,47.997,49.084,48.514,55.465,53.72,51.324,,,
Ireland,IE,IRL,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,17.671,18.905,20.776,24.908,25.32,26.241,29.489,34.088,37.373,40.818,44.538,46.98,45.564,46.096,43.804,42.979,42.071,42.475,43.56,44.739,50.712,53.197,58.651,63.025,69.511,69.828,79.127
Ireland,IE,IRL,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-0.081,-0.763,-0.415,-3.999,-3.11,-4.308,-3.681,-0.203,-1.178,-3.602,-5.897,-8.335,-10.622,-9.987,-8.971,-6.72,-4.64,-2.253,-1.956,-3.324,-0.848,-3.686,-0.909,2.569,7.404,6.096,16.364
Ireland,IE,IRL,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,17.516,19.429,20.915,28.556,28.108,30.353,32.918,33.913,38.217,44.086,50.118,55.018,55.795,55.696,52.407,49.411,46.482,44.556,45.337,47.9,51.351,56.628,59.361,60.285,62.107,63.732,62.763
Ireland,IE,IRL,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,34.124,35.434,36.553,39.224,40.903,42.997,45.168,51.534,51.906,53.097,55.414,56.739,56.326,55.693,50.473,50.343,47.049,47.376,46.04,45.76,47.667,51.779,52.811,53.893,,,
Israel,IL,ISR,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-12.104,-12.307,-11.306,-13.12,-15.66,-17.817,-17.793,-13.93,-12.59,-12.193,-14.698,-10.383,-11.912,-15.314,-11.553,-12.283,-17.886,-15.996,-17.009,-16.223,-14.896,-18.612,-19.744,-24.099,,,
Israel,IL,ISR,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,60.987,63.734,65.373,67.2,71.048,77.375,78.608,78.408,78.562,78.327,78.597,77.845,81.422,84.524,80.503,85.737,90.024,93.782,85.992,82.806,83.311,86.464,88.387,88.69,,,
Israel,IL,ISR,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,14.897,15.618,15.805,16.671,19.771,23.138,20.416,21.019,21.614,23.986,25.612,25.674,24.956,24.671,20.619,23.839,23.043,22.97,24.588,22.852,22.332,22.206,22.125,23.435,24.128,25.545,27.54
Israel,IL,ISR,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-12.103,-12.306,-11.305,-13.118,-15.658,-17.815,-17.792,-13.929,-12.588,-12.192,-14.697,-10.383,-11.911,-15.313,-11.552,-12.283,-17.886,-15.996,-17.009,-16.223,-14.896,-18.612,-19.744,-24.098,-16.833,-10.146,-13.601
Israel,IL,ISR,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,26.853,27.733,26.906,29.483,35.176,40.732,37.9,34.675,34.027,36.021,40.198,35.939,36.727,39.911,32.094,36.048,40.871,38.925,41.51,38.984,37.074,40.606,41.689,47.356,40.961,35.691,41.141
Israel,IL,ISR,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,48.882,51.427,54.067,54.08,55.388,59.558,60.814,64.478,65.972,66.134,63.899,67.462,69.51,69.211,68.951,73.454,72.138,77.786,68.983,66.583,68.415,67.852,68.643,64.591,,,
Italy,IT,ITA,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-99.274,-91.481,-82.533,-81.621,-93.634,-100.452,-94.94,-100.651,-112.993,-124.021,-131.496,-139.278,-148.021,-134.51,-108.235,-114.351,-109.1,-80.131,-76.543,-76.722,-65.629,-74.174,-74.674,-80.094,,,
Italy,IT,ITA,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,508.158,495.708,490.787,501.753,518.348,527.738,521.498,535.104,566.563,587.749,596.855,598.508,599.194,581.742,508.76,530.869,519.559,469.799,439.02,417.742,415.058,419.638,424.197,424.863,,,
