Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Latvia,LV,LVA,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,9.455,9.416,8.846,8.4,7.801,7.27,7.797,7.763,7.991,8.028,8.2,8.666,8.945,8.542,7.779,8.682,7.9,7.576,7.505,7.279,7.456,7.471,7.325,7.706,,,
Lithuania,LT,LTU,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-2.398,-2.267,-3.019,-4.36,-5.2,-4.898,-4.071,-4.284,-4.404,-4.594,-4.293,-5.865,-6.962,-6.99,-3.997,-5.974,-6.432,-6.004,-6.274,-5.467,-5.971,-5.304,-5.521,-5.941,,,
Lithuania,LT,LTU,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,15.938,16.283,16.64,18.712,17.157,15.186,15.017,15.297,15.485,16.318,16.912,18.591,19.848,19.998,15.813,18.683,18.369,17.844,17.287,16.049,16.655,16.248,16.502,17.367,,,
Lithuania,LT,LTU,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,3.938,4.369,4.719,4.882,3.86,3.934,4.259,4.356,5.767,5.957,6.94,6.678,5.746,8.689,6.789,7.917,8.085,8.386,8.367,7.543,8.228,8.113,7.935,8.605,8.834,8.77,9.825
Lithuania,LT,LTU,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-2.401,-2.268,-3.02,-4.362,-5.201,-4.899,-4.07,-4.284,-4.403,-4.593,-4.292,-5.864,-6.962,-6.989,-3.997,-5.973,-6.431,-6.003,-6.273,-5.466,-5.97,-5.304,-5.521,-5.94,-6.011,-5.94,-7.347
Lithuania,LT,LTU,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,6.344,6.657,7.747,9.257,9.047,8.81,8.322,8.638,10.179,10.543,11.219,12.527,12.676,15.639,10.749,13.877,14.511,14.391,14.629,13.004,14.19,13.402,13.438,14.529,14.845,14.71,17.172
Lithuania,LT,LTU,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,13.54,14.016,13.621,14.352,11.957,10.287,10.947,11.012,11.081,11.725,12.62,12.726,12.886,13.008,11.816,12.709,11.938,11.84,11.013,10.583,10.684,10.944,10.981,11.426,,,
Luxembourg,LU,LUX,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-1.908,-0.959,-1.668,-2.613,-0.985,-0.615,-0.43,-0.211,-0.582,-0.426,-0.617,-0.623,-0.978,-1.69,-0.754,-0.732,-1.663,-1.633,-1.771,-1.682,-1.506,-2.102,-2.048,-2.571,,,
Luxembourg,LU,LUX,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,10.986,10.094,10.466,10.716,9.591,9.909,10.347,10.583,11.507,12.853,13.334,13.154,12.994,13.671,12.095,12.68,13.405,13.093,12.715,12.205,11.645,11.992,12.569,12.971,,,
Luxembourg,LU,LUX,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,11.478,10.213,10.188,10.085,8.759,10.524,10.105,9.831,10.328,12.806,14.413,15.271,15.926,17.185,13.199,14.964,14.911,14.955,15.473,18.158,17.226,15.969,17.166,17.043,15.855,16.424,17.277
Luxembourg,LU,LUX,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-1.907,-0.957,-1.666,-2.61,-0.983,-0.612,-0.427,-0.209,-0.58,-0.425,-0.616,-0.622,-0.977,-1.69,-0.754,-0.731,-1.663,-1.632,-1.77,-1.682,-1.506,-2.101,-2.047,-2.57,-1.698,0.956999999999999,-2.081
Luxembourg,LU,LUX,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,13.317,11.102,11.79,12.621,9.668,11.073,10.463,9.962,10.828,13.148,14.953,15.817,16.813,18.812,13.879,15.632,16.517,16.537,17.188,19.782,18.663,17.993,19.141,19.548,17.553,15.467,19.358
Luxembourg,LU,LUX,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,9.078,9.135,8.798,8.103,8.605,9.295,9.916,10.372,10.925,12.427,12.717,12.531,12.016,11.981,11.341,11.949,11.741,11.461,10.945,10.523,10.139,9.89,10.521,10.4,,,
Malaysia,MY,MYS,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,17.873,23.335,27.37,52.803,56.935,55.377,50.442,48.668,56.27,65.085,70.102,75.768,79.739,86.19,64.092,55.851,56.761,43.167,42.138,48.56,52.362,46.253,40.659,46.521,,,
Malaysia,MY,MYS,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,68.023,74.348,76.999,52.587,57.009,66.078,77.378,85.81,84.178,89.97,94.273,94.851,107.537,112.844,115.753,144.436,144.134,157.829,175.41,181.013,176.918,178.354,179.154,190.412,,,
Malaysia,MY,MYS,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,75.793,85.974,91.696,102.707,114.905,122.24,115.696,120.225,124.33,145.2,153.647,160.981,170.112,176.231,140.143,144.493,151.413,143.025,142.822,148.764,143.281,132.916,133.975,143.259,137.779,115.319,132.525
Malaysia,MY,MYS,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,17.874,23.337,27.371,52.803,56.936,55.377,50.442,48.668,56.27,65.086,70.102,75.768,79.74,86.19,64.091,55.851,56.761,43.167,42.139,48.56,52.362,46.252,40.659,46.521,45.758,27.23,40.986
Malaysia,MY,MYS,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,58.265,63.058,64.889,50.743,59.259,67.604,66.162,72.383,68.71,81.125,84.454,86.147,91.441,91.128,76.882,89.426,95.433,100.693,102.221,102.225,92.087,87.848,94.454,97.785,92.021,88.089,91.539
Malaysia,MY,MYS,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,85.896,97.683,104.369,105.39,113.944,121.455,127.82,134.478,140.447,155.055,164.375,170.619,187.276,199.034,179.844,200.287,200.896,200.996,217.549,229.573,229.28,224.607,219.813,236.934,,,
Malta,MT,MLT,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-0.792,-0.763,-0.319,-0.457,-0.466,-0.412,-0.027,0.007,-0.173,-0.242,-0.482,-0.573,-0.303,-0.152,-0.315,-0.327,-0.293,-0.194,-0.412,-0.663,-0.73,-1.138,-0.633,-0.748,,,
Malta,MT,MLT,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,3.419,3.32,3.13,3.108,3.166,3.282,3.274,3.073,3.661,3.823,3.854,4.05,3.909,3.803,3.899,4.19,4.056,3.979,3.858,4.127,3.703,3.934,3.823,4.163,,,
Malta,MT,MLT,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,2.571,2.385,2.409,2.308,2.408,2.622,2.677,2.777,2.995,2.916,2.763,3.367,3.665,4.757,4.374,4.716,4.645,4.787,4.648,4.62,4.379,4.812,5.006,5.107,5.421,5.212,5.638
Malta,MT,MLT,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-0.791,-0.762,-0.318,-0.454,-0.464,-0.411,-0.026,0.009,-0.173,-0.242,-0.482,-0.572,-0.303,-0.152,-0.314,-0.326,-0.293,-0.194,-0.411,-0.663,-0.73,-1.138,-0.633,-0.747,-0.282,-0.17,-0.784
Malta,MT,MLT,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,3.355,3.139,2.72,2.742,2.853,3.022,2.693,2.758,3.156,3.145,3.235,3.927,3.956,4.896,4.674,5.029,4.925,4.967,5.044,5.268,5.092,5.928,5.616,5.832,5.703,5.382,6.422
Malta,MT,MLT,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,2.626,2.557,2.811,2.651,2.7,2.869,3.247,3.08,3.488,3.58,3.372,3.477,3.606,3.651,3.584,3.863,3.763,3.785,3.446,3.464,2.973,2.796,3.189,3.415,,,
Mexico,MX,MEX,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,6.132,3.795,-9.124,-17.598,-28.542,-41.211,-47.5,-40.186,-21.849,-28.048,-33.519,-34.626,-37.116,-37.955,-9.473,-19.65,-24.127,-24.162,-7.225,-18.152,-4.664,5.707,1.81,-5.14,,,
Mexico,MX,MEX,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,287.95,303.777,335.167,366.271,367.929,404.483,411.492,411.772,412.298,428.126,450.059,465.557,474.552,476.396,437.993,463.621,484.18,487.077,460.373,456.125,451.345,444.819,449.29,434.592,,,
Mexico,MX,MEX,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,65.564,74.782,75.656,84.967,87.48,102.216,97.474,97.95,110.667,120.832,128.112,138.32,139.812,140.859,133.534,155.41,164.873,169.184,184.736,180.673,196.876,201.435,203.156,206.943,225.437,213.869,241.675
Mexico,MX,MEX,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,6.135,3.799,-9.119,-17.592,-28.538,-41.206,-47.497,-40.184,-21.846,-28.046,-33.518,-34.625,-37.115,-37.954,-9.473,-19.65,-24.127,-24.162,-7.225,-18.152,-4.664,5.707,1.81,-5.14,18.247,41.583,36.26
Mexico,MX,MEX,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,59.847,71.391,84.911,102.47,115.869,143.253,144.707,137.793,132.499,148.922,161.749,172.942,176.981,178.928,143.27,175.199,189.093,193.458,192.088,199.055,201.846,196.267,201.763,212.52,207.19,172.286,205.415
Mexico,MX,MEX,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,294.082,307.572,326.044,348.674,339.387,363.272,363.992,371.586,390.449,400.078,416.54,430.931,437.436,438.441,428.519,443.97,460.053,462.915,453.148,437.972,446.681,450.526,451.1,429.452,,,
Morocco,MA,MAR,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-3.985,-3.107,-2.229,-2.207,-2.617,-2.2,-1.203,-1.593,-3.194,-3.769,-2.76,-4.131,-5.096,-9.369,-8.775,-6.202,-6.075,-6.085,-5.923,-6.645,-4.051,-7.51,-6.909,-7.852,,,
Morocco,MA,MAR,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,31.634,30.441,30.758,31.658,33.64,33.871,35.519,36.825,38.215,42.354,44.065,46.857,48.875,55.063,54.374,55.125,59.379,60.678,60.002,62.626,61.8,65.445,67.751,70.049,,,
Morocco,MA,MAR,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,6.746,6.671,7.123,7.193,8.055,9.352,10.285,10.462,10.298,11.104,13.575,13.099,14.055,15.419,12.418,13.86,15.481,15.609,14.68,16.293,18.222,17.076,18.542,19.062,19.274,19.77,23.24
Morocco,MA,MAR,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-3.986,-3.106,-2.229,-2.206,-2.616,-2.2,-1.204,-1.593,-3.194,-3.769,-2.761,-4.131,-5.096,-9.369,-8.775,-6.202,-6.076,-6.085,-5.923,-6.645,-4.051,-7.51,-6.91,-7.852,-11.554,-9.229,-11.242
Morocco,MA,MAR,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,10.788,9.885,9.447,9.54,10.865,11.698,11.738,12.262,13.703,15.202,16.787,17.943,19.957,25.414,21.844,20.649,22.159,22.201,21.117,23.336,22.719,24.824,25.703,27.088,30.828,28.999,34.482
Morocco,MA,MAR,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,27.649,27.334,28.529,29.451,31.023,31.671,34.316,35.231,35.021,38.585,41.304,42.727,43.78,45.694,45.599,48.923,53.304,54.594,54.079,55.981,57.749,57.935,60.841,62.197,,,
Myanmar,MM,MMR,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-2.022,-1.684,-2.163,-1.734,-0.768,0.226,-1.144,0.247,-0.423,0.574,0.846,0.955,0.553,-1.004,-1.108,-3.997,-5.635,-4.961,-8.984,-11.119,-11.737,-12.967,-8.107,-4.377,,,
Myanmar,MM,MMR,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,8.903,8.937,9.367,9.677,9.574,9.298,9.557,8.146,10.879,9.581,9.876,9.054,9.9,8.97,8.825,12.543,14.917,17.237,22.796,28.39,31.16,34.892,39.589,37.195,,,
