Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0463,0.0509,0.0542,0.0274,0.0247,0.0238,0.0232
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0102,0.0243,0.0494,0.0831,0.1143,0.1568
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0096,0.0238,0.0374,0.0483,0.0572,0.0627
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0097,0.0241,0.0419,0.0646,0.0956,0.1326
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0094,0.0236,0.0381,0.0479,0.0569,0.0625
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0089,0.0216,0.065,0.1065,0.1696,0.2278
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0095,0.0244,0.0378,0.048,0.0562,0.0628
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0106,0.0286,0.0846,0.152,0.2271,0.2669
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0087,0.0076,0.0106,0.0159,0.0239,0.0266
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0082,0.0125,0.017,0.017,0.0216,0.0271
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0084,0.0128,0.0121,0.0126,0.0245,0.0331
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0081,0.0124,0.0176,0.0162,0.0194,0.026
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0087,0.0164,0.0285,0.0306,0.0474,0.0705
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0091,0.0155,0.0208,0.0184,0.0248,0.0316
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0084,0.0076,0.0063,0.0057,0.0061,0.0115
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.4245,1.2277,2.465,3.6588,4.5133,4.5605
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.3725,0.9818,1.4633,1.7199,1.9621,2.1289
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.3781,1.0013,1.9076,2.9877,3.8019,4.2432
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.3575,0.9382,1.4485,1.7633,2.0085,2.1917
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.2829,0.8039,2.0193,3.2013,3.6089,3.7048
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.3633,1.0101,1.6853,2.2564,2.8742,3.3791
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.4404,1.3293,2.8801,4.1033,4.2525,4.1899
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.945,2.4694,3.5206,4.0345,4.3044
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,2.2057,2.8878,3.6698,4.5724
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.7107,1.4068,3.8175
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,1.399,2.5997,4.3499,5.2093,5.6689
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,2.5328,4.8686,7.15,8.4273,7.9389
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.4131,0.8015,1.1424
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.5371,0.8555
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.3115,0.5357,0.7333,1.151
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.309,0.6336,0.8361,1.1379,1.5719
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4855,0.392,0.3234,0.3033,0.2876,0.2055,0.1121
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.498,0.4297,0.3951,0.402,0.4043,0.406,0.4071
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5018,0.4334,0.3989,0.3432,0.3495,0.2806,0.1849
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5034,0.4652,0.4445,0.45,0.4296,0.4413,0.4494
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4618,0.3506,0.2709,0.2343,0.1525,0.0284,0.02
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4984,0.4563,0.4425,0.4342,0.3716,0.374,0.373
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4548,0.3353,0.267,0.1387,0.0304,0.0081,0.0061
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5589,0.5957,0.7651,0.9292,0.8635,0.6295,0.4974
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5594,0.542,0.6742,0.8896,1.066,1.0905,1.1306
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5604,0.5429,0.6743,0.8745,0.8365,0.6139,0.4867
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5526,0.5281,0.668,0.9309,1.0727,0.9647,0.8082
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5463,0.5728,0.603,0.4023,0.289,0.2166,0.1753
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.552,0.5865,0.6515,0.9242,1.0951,1.1134,1.1276
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5553,0.5843,0.662,0.4323,0.2785,0.2194,0.1746
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5642,0.6054,0.7131,0.8056,0.8527,0.7781,0.658
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5,0.589,0.656,0.7116,0.7583,0.7887,0.798
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4971,0.5854,0.6526,0.6946,0.5988,0.4441,0.3391
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5592,0.6014,0.6642,0.7233,0.7059,0.7773,0.5983
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5563,0.593,0.6687,0.4362,0.2934,0.1748,0.1446
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5694,0.6167,0.6671,0.7277,0.7768,0.8154,0.8274
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5651,0.6128,0.8257,0.6823,0.4952,0.3517,0.3163
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,26.143,22.4183,15.823,9.2278,6.46,3.6921
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,28.5405,27.2134,22.0589,16.9043,16.534,16.1637
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,29.4973,29.127,20.6479,12.1688,7.517,2.8652
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,28.5405,27.2134,23.7723,20.3312,21.6743,23.0175
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,26.8242,23.7807,17.8667,11.9527,8.9092,5.8657
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,27.6375,25.4074,20.3068,15.2062,14.8898,14.5734
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,26.7553,23.6429,17.66,11.6771,8.5647,5.4523
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,26.0865,16.4871,6.6712,-2.8285,-6.3792,-9.6242
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,24.2618,18.6559,12.6731,6.6357,4.9354,3.2184
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,25.2186,20.5696,9.8412,0.5787,-4.3698,-8.5211
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,24.2618,18.6559,8.0409,-3.216,-7.1244,-9.8223
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,27.0433,16.9203,8.1703,0.6969,-3.5811,-7.3809
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,25.1296,20.2888,13.5539,5.2261,-3.1666,-8.7448
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,27.0433,16.0891,5.8025,-4.5585,-7.2374,-8.4032
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,44.9333,54.4689,56.6526,59.6765,61.6615,55.294
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,46.2499,55.6692,60.7783,62.9828,66.8341,68.4097
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,47.2067,57.5829,42.1645,34.2299,33.437,23.8882
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,46.2499,55.6692,54.4424,51.4632,49.5473,39.6723
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,37.4337,44.1259,30.8428,33.4521,36.4372,32.3285
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,53.8125,60.9936,63.1201,64.4152,68.5774,70.828
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,26.3279,52.2488,55.3525,35.5706,31.8666,27.0631,15.7206
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Nuclear,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0046,0.005,0.0065,0.0089,0.0122,0.0176,0.0265
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Nuclear,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0051,0.0056,0.0069,0.0096,0.0157,0.0249
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Nuclear,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0049,0.0051,0.0063,0.0096,0.0145,0.0306,0.0429
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Nuclear,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0045,0.005,0.0079,0.0145,0.0248,0.0481,0.0594
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0418,0.0435,0.0485,0.0536,0.0793,0.1187,0.1944
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0033,0.0054,0.0074,0.0089,0.0095,0.0074,0.0047
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0326,0.034,0.0344,0.0388,0.0433,0.0706,0.1159
