Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.216,1.3196,1.4196,1.045,0.7715,0.4718,0.3111
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.247,1.3597,1.4642,1.6115,1.7107,1.689,1.6405
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1795,1.2018,0.9551,0.5988,0.2949,0.1246,0.0948
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.2357,1.3503,1.4548,1.5325,1.6003,1.5247,1.4113
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1808,1.2471,0.8001,0.423,0.1578,0.0856,0.0653
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1656,1.5245,1.6037,1.6803,2.1914,2.4441,2.8661
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1548,1.3701,1.6541,2.2489,2.7803,2.6433,3.0124
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1538,1.3659,1.6487,1.5737,1.9048,2.2019,2.5639
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1482,1.3548,1.6368,2.123,2.3128,2.7615,3.0378
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.0702,1.4972,1.2989,0.9478,0.8134,0.737,0.7734
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1535,1.536,1.6707,2.2494,2.3913,2.5166,2.763
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1626,1.5311,1.4147,1.0465,1.0378,0.9337,0.9377
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.4614,1.498,1.6324,1.6208,1.1943,0.6324,0.361
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3868,1.5102,1.64,1.7952,1.942,1.8516,1.549
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.3816,1.5029,1.6303,1.7757,0.9696,0.1643,0.0535
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.4593,1.5252,1.6824,1.825,1.6207,0.9841,0.3682
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.4781,1.5163,1.0045,0.4799,0.1276,0.0308,0.0174
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.4367,1.5073,1.562,1.5601,1.4634,1.2724,1.009
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.4614,1.5091,1.1761,0.5755,0.1569,0.0316,0.0179
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4661,0.5653,0.5249,0.3362,0.1303,0.0929,0.0712
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5138,0.6458,0.747,0.8487,0.9656,0.9374,0.8992
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5136,0.6485,0.754,0.5962,0.3304,0.1313,0.0953
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5679,0.7056,0.8097,0.9396,1.0553,1.0545,1.0401
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.4564,0.5391,0.3655,0.1855,0.0509,0.0242,0.0185
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5439,0.6622,0.7517,0.82,0.879,0.8473,0.7813
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.457,0.5366,0.2608,0.1394,0.0152,0.0073,0.0067
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.298,0.5048,0.5344,0.5912,0.7346,0.7139,0.6866
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.316,0.4752,0.547,0.6528,0.7936,0.8625,0.9344
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3128,0.4696,0.5433,0.5502,0.6919,0.696,0.6461
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.294,0.4456,0.5183,0.6602,0.8031,0.8891,1.0486
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3063,0.5186,0.5309,0.3733,0.2419,0.1941,0.1972
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2981,0.5084,0.5378,0.6564,0.8256,0.9274,1.0222
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3066,0.5198,0.4831,0.4805,0.4172,0.3695,0.3995
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3017,0.3641,0.4683,0.5859,0.4715,0.2579,0.1665
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2609,0.3339,0.3952,0.4538,0.5005,0.5012,0.4677
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2569,0.3302,0.3929,0.5103,0.3031,0.0485,0.0261
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3002,0.3667,0.4358,0.5007,0.5506,0.2529,0.1028
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2899,0.3381,0.1869,0.1156,0.0479,0.019,0.0159
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2994,0.3691,0.4316,0.4914,0.5258,0.5146,0.4477
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2993,0.3538,0.3022,0.1911,0.0612,0.0197,0.0171
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0005,0.0013,0.0025,0.004,0.0059
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0005,0.0014,0.0025,0.0039
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0005,0.0012,0.0022,0.0035
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0006,0.0015,0.0029,0.0047,0.0071
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0008,0.0019
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0007,0.002,0.0042,0.0078,0.0133
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0004,0.0009,0.0021,0.0043
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0001,0.0006,0.0023,0.0062
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0001,0.0003,0.0009,0.0024
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0003,0.0005,0.001,0.0017
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0001,0.0007,0.0031,0.0095,0.0194,0.0303
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1659,0.1662,0.1934,0.1757,0.1474,0.1481,0.1732
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1772,0.1577,0.1254,0.0949,0.0678,0.0384,0.0103
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1763,0.1568,0.1245,0.1156,0.1288,0.184,0.1842
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1687,0.1499,0.1202,0.104,0.0827,0.0753,0.0474
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1733,0.1692,0.137,0.1407,0.1302,0.1013,0.0504
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1724,0.1693,0.1215,0.0962,0.0688,0.0417,0.0211
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1697,0.1688,0.1889,0.2015,0.2187,0.1778,0.1257
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2504,0.2898,0.3007,0.3155,0.3105,0.2781,0.2333
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2359,0.2881,0.3147,0.3235,0.306,0.2979,0.2756
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2334,0.2856,0.3123,0.3197,0.3219,0.2377,0.1946
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2449,0.2876,0.309,0.3082,0.3034,0.3641,0.3108
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2466,0.282,0.3664,0.3163,0.2395,0.1932,0.1768
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2602,0.3023,0.3135,0.3166,0.3074,0.3021,0.2846
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.249,0.2907,0.3535,0.2629,0.211,0.2098,0.2294
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0571,0.0803,0.1008,0.1201,0.1388,0.1472,0.1479
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0517,0.0736,0.0927,0.1105,0.1294,0.1434,0.1548
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0518,0.0739,0.0932,0.1204,0.1408,0.1537,0.1542
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.051,0.0726,0.093,0.1119,0.1302,0.1442,0.1542
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0571,0.0785,0.1011,0.1198,0.1348,0.1353,0.1348
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0517,0.0761,0.0966,0.1149,0.133,0.1469,0.1599
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0575,0.0804,0.103,0.1187,0.13,0.1278,0.1264
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0314,0.0279,0.0273,0.0274,0.0283,0.0987,0.1788
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0375,0.036,0.0346,0.0332,0.0329,0.0307,0.0295
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0313,0.0277,0.0246,0.0782,0.0712,0.1981,0.2956
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0313,0.0278,0.0248,0.0245,0.0248,0.0255,0.0266
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0311,0.0272,0.1225,0.1701,0.2303,0.2149,0.202
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0313,0.0277,0.0247,0.0243,0.0246,0.0253,0.0274
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0314,0.0278,0.116,0.1602,0.3007,0.3725,0.3613
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0466,0.0487,0.0451,0.0294,0.0249,0.0224,0.0215
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0455,0.0509,0.0492,0.0412,0.0339,0.027,0.0219
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0454,0.0506,0.0491,0.0435,0.0366,0.0225,0.021
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0468,0.0467,0.0427,0.0366,0.0304,0.0262,0.0204
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0475,0.0486,0.0597,0.0515,0.0321,0.0273,0.0234
"Kazakhstan, Rep. of",KZ,KAZ,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0439,0.048,0.0449,0.0361,0.0278,0.0224,0.0214
