Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Administrative and support services,Units,57.99891406,56.83184332,55.50037974,58.74348677,44.82635373,42.88399112,36.03965909,29.84501278,18.97181991,16.02532591,13.22296363,13.16285655,12.73879133,10.50082088,12.0197305,9.126019033,9.083171361,10.22848417,9.394065683,7.062950508,7.78745226,7.418849612,8.457688386,7.946718161
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Agriculture, hunting, forestry",Units,144.2302288,134.8550248,150.1296574,163.9390321,196.5619031,198.3809888,215.7516935,203.4820672,181.2805801,144.023799,180.4667467,159.1207772,124.5286709,103.2315056,134.0327941,119.3595342,96.25992131,100.1654716,76.09945182,72.53534767,71.22760782,73.93928226,66.13021214,66.54848201
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Air transport,Units,1918.230908,1879.503106,1838.449473,1564.571019,1438.672224,1623.925002,2287.822878,6586.317403,4928.995871,3989.320836,3979.038928,2777.9371,2257.290513,2048.888964,1756.629768,1757.150383,1837.992623,1238.609852,1215.68543,1165.431701,1553.621007,1572.341937,2226.298005,3615.507594
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Arts, entertainment and recreation",Units,65.74978888,63.47374495,62.07674944,63.01106301,43.91164976,32.68543537,27.10355987,25.36710851,21.56773467,13.6488825,14.46523822,13.893445,11.58683847,11.91605544,12.76237543,7.396791642,8.53575261,10.45123194,12.52570132,9.42995898,8.588520997,9.979253657,10.79068193,9.812194595
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Basic metals,Units,2208.755427,1949.109415,2052.171042,1861.789837,1936.811168,2087.92869,1607.679248,1874.60518,1238.460741,1020.260492,770.4696257,975.6097561,810.031934,615.8914512,1393.198558,1090.103397,968.1922425,1064.2266,1037.05237,865.4516482,957.3829532,962.4387588,710.4754542,702.5411061
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,38.68471954,36.31626732,28.55766584,24.1984271,21.90923318,24.16816547,20.2247191,14.94172726,12.92040249,11.2445834,12.25451689,9.822786173,5.155801888,5.364198104,6.149236377,6.404142254,5.302767637,6.111990472,5.122246363,4.253387178,2.524879464,2.525879084,2.879504536,2.704901447
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,117.085587,112.1298476,118.7904968,124.845723,130.6227988,159.8344415,176.8225127,161.3413477,154.1538462,126.3080978,109.4766482,144.638836,78.32331329,72.29159294,79.71373345,61.60063079,48.21070342,61.70660416,57.85491767,59.99947253,48.16800059,54.41131263,49.92086567,44.00309914
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,19.34706198,16.7885092,15.1015726,13.97852111,15.0636653,17.15179337,12.00003569,10.9864099,8.929221548,7.213264573,7.001638746,6.61189725,8.871534557,22.23389236,22.81261429,17.21058379,19.60769177,25.06848061,23.65919937,26.50922587,88.35639583,92.39691355,67.89293744,65.77528956
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,19.60731648,19.59654179,18.54755018,17.8996465,24.6201385,29.51499269,31.4114581,28.44026334,22.48297717,19.85262972,17.27921449,18.2394819,16.21177919,19.8990351,31.15425438,29.38597531,29.97493662,31.16389941,28.75448529,22.22247163,22.85047524,17.49118426,14.70790179,13.49640149
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,50.86007278,48.79482657,46.42927405,47.14916643,33.6874838,25.9794243,21.87656427,19.72624193,15.57265934,12.22213735,10.80623131,10.4143363,8.334455279,9.982253771,11.50671225,10.24640156,11.02813284,7.293003333,7.411876239,8.249123531,8.666902064,8.050098797,8.09295335,7.187371263
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,18.64975755,16.45474944,15.05508794,13.46210126,15.56465095,18.73084346,11.25239113,10.22864019,10.43768701,9.748172218,11.63918526,8.180263256,8.71459695,8.877284595,19.84748773,47.72902232,43.2600796,35.96219788,25.90463855,36.42698765,35.27607362,41.23095309,32.38691569,25.72583609
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,5382.753151,6334.147028,6296.980622,6261.316785,8643.452617,7285.469923,6554.684437,5908.956438,4316.203955,3208.574714,2777.848159,2175.539064,1684.141468,1321.975538,1443.288229,1682.731344,1598.02994,1330.449883,1119.970484,1161.979789,1504.981854,1582.377477,1485.755737,1034.044768
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,23.0296827,21.26151665,19.48879394,19.51627518,19.05729895,20.30869212,15.34919417,13.07759372,10.22913257,8.756184055,7.289161018,5.191771043,8.172088364,23.41477259,28.42681828,23.64598581,25.96522917,19.8103863,41.60887656,26.63465506,30.99995811,49.78564514,39.04923599,32.03146951
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,31.0061406,27.35149424,25.3532361,24.22472581,20.28490376,19.12412911,20.67153879,17.51007728,13.03616636,10.60150507,9.581017355,7.942967148,7.215392838,5.976092187,7.257935714,6.289070352,8.163708495,7.228694066,7.384792924,6.720281811,6.476628562,5.715374357,5.729738039,5.449082738
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fishing and aquaculture,Units,234.5814978,222.3750573,236.1889512,297.4463146,343.3402346,415.3489353,399.9158072,358.1151832,434.9893035,407.9298513,422.1635884,410.6280193,357.9905063,261.6869919,291.3435339,117.8247734,168.2803135,126.3689975,185.106383,160.9195402,175.6413219,142.6848875,156.9888406,186.2379926
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Food products, beverages and tobacco",Units,118.3886654,106.4518526,103.5921298,95.60177662,102.3264628,117.9692799,87.81782189,68.55852989,50.60185185,39.47633746,46.5778288,39.48848035,22.46912087,24.42057865,31.70529434,28.48810292,28.71549496,30.43591885,29.20574979,28.51255237,25.68139583,29.34077738,28.84157667,27.88490926
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Human health and social work activities,Units,39.11536803,35.30044749,33.26355265,33.68199461,26.27225844,23.01056867,23.23889585,23.78354417,17.71752837,14.62649816,12.45728751,12.67981677,7.351210415,29.71112997,49.34633188,29.89274553,23.11839348,26.92422974,28.01799356,29.42134821,21.06878207,22.72703136,19.59098326,18.62901146
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",IT and other information services,Units,29.83551211,25.92421606,23.69356325,22.11038346,18.99810019,18.18089995,17.835231,15.02396384,12.41564371,10.83939194,10.15399255,9.899515116,8.177222718,5.668822137,8.855926807,7.139111591,7.325785388,7.017334606,6.995203289,7.079126574,7.714917748,7.424541906,6.524496184,6.568060838
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Land transport and transport via pipelines,Units,218.0376611,233.94519,233.8039679,269.905012,317.0060539,388.1624226,390.4711289,329.3212485,265.4909324,254.0064504,231.942793,197.6682655,167.7445989,127.3928742,110.9635667,143.9647038,157.4777895,172.0111453,143.1605294,143.5840503,91.18848316,96.15773918,113.7166094,100.0140865
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Machinery and equipment n.e.c.,Units,19.5376099,16.68942497,15.57632399,13.80766732,20.77693131,24.61033634,12.92429086,11.90948789,9.470006204,7.808923715,7.246376812,5.411673753,8.360427311,34.50967503,55.95591352,52.33048029,51.64022737,63.66017859,65.56417386,49.58725063,103.2899145,103.5736333,86.97407862,76.37722015
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Manufacturing nec; repair and installation of machinery and equipment,Units,78.15980237,71.95578799,63.22207959,57.86039641,41.81795928,29.15778849,27.71502876,20.37081794,21.56261166,38.30593096,86.33093525,57.97751057,122.1060935,20.78237975,21.32475491,12.71463099,21.87244997,12.31848893,13.0848059,14.46676231,11.44821771,12.8548392,9.521732055,9.025634663
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, energy producing products",Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, non-energy producing products",Units,328.0132086,329.4746215,261.5163148,350.148368,368.4598379,353.5003466,276.3274159,293.8221999,258.2534611,269.3577431,208.6471409,158.5565883,69.71505114,71.47926594,119.0387342,114.6310963,89.25106713,115.8609668,153.2033426,125.4891378,151.7553794,109.7434376,84.13785664,73.18455909
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Mining support service activities,Units,286.2985685,289.2561983,222.8826152,294.1176471,312.5,294.1176471,223.880597,217.7293935,148.3312732,139.275766,113.9896373,85.9375,62.18202374,50.18820577,70.58823529,74.34944238,65.75619626,80.54522924,102.3391813,80.64516129,114.2857143,80.97165992,46.18937644,44.15011038
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Motor vehicles, trailers and semi-trailers",Units,5.15286843,5.844535359,5.925048141,6.53350756,8.410428932,10.2501025,8.501594049,6.999125109,3.176620076,3.859017237,3.221649485,3.916960439,1.509092281,9.151223976,62.75614754,24.0689131,23.7043422,22.68538211,27.8833967,24.49479486,16.76914477,17.79071648,13.68176221,10.46983379
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other non-metallic mineral products,Units,527.2921869,482.9897283,534.4478217,429.7676482,407.3628615,634.5639379,910.1810769,842.5016179,801.5377222,665.3766002,654.2538546,589.6813844,405.0830351,527.339391,469.6739314,604.2524005,455.2916712,535.2017559,520.4671731,580.4736103,454.2002127,391.5441763,399.1693586,390.4700894
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other service activities,Units,46.54966346,43.89257869,40.7624985,41.11678493,36.2423057,32.76829038,23.57378595,20.68462038,17.60146228,14.31747108,13.52289755,10.81609155,10.07832297,9.732917299,12.62985065,10.06574861,14.15131016,11.22378655,14.15441889,13.15277598,10.97694841,7.694025961,7.899607277,6.865921428
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other transport equipment,Units,3.535677193,2.927457601,3.274729323,3.307767051,5.22875817,6.816210187,7.02162661,6.88689424,2.785282567,3.945991387,3.228879095,3.950261061,1.838807321,23.37954479,8.197371552,31.40165572,30.94298755,29.19209918,38.3347905,47.42885671,26.07853364,29.80769231,19.95676035,12.77106587
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Paper products and printing,Units,38.52180726,38.02969938,39.51689208,42.05656608,43.99202005,56.1510975,40.50239332,34.67980296,22.09794025,19.65397924,10.42398972,9.488400914,4.870920604,7.038440715,6.309811757,6.481161424,7.199053839,10.01056671,9.127594158,7.149666349,6.557377049,10.2145046,9.926262053,9.290226682
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Pharmaceuticals, medicinal chemical and botanical products",Units,55.2698133,54.11425389,45.73982602,43.09905997,32.17046765,27.58782817,21.98873484,16.8319858,14.66338728,12.58498534,13.2609055,11.37919516,6.003510982,6.707526892,6.960532075,7.678463242,7.102106438,5.695153942,5.817233112,6.501368757,16.25418825,12.90122056,7.236080098,7.939028263
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Postal and courier activities,Units,32.17503218,28.66315065,26.75513699,27.38475582,20.86714584,20.9411185,24.41460437,20.37489813,14.93373157,15.68217459,19.54109934,20.15838733,17.66304348,14.27608359,17.6504179,18.56082239,23.11633138,25.17122285,23.96166134,22.13105905,15.562749,8.52151683,21.22307813,21.42704093
Ireland,IE,IRL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Professional, scientific and technical activities",Units,34.72812492,31.05124526,28.77591677,27.15294676,23.52508247,22.0645446,21.71492819,19.97764877,16.02746038,12.88008478,11.36670033,10.51023842,7.766918131,11.23909427,12.86607514,11.26381862,9.391129972,15.15422939,11.86838244,11.96614668,7.845039083,7.271626785,6.395278362,5.782108011
