Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Warehousing and support activities for transportation,Units,66.32733436,171.5864293,70.38751154,73.02696629,87.00739651,105.4041396,102.1595677,92.53846687,74.92063344,66.55977648,61.80938441,59.75964136,51.33310313,50.79497302,49.69887514,61.86773191,56.41942506,57.12837992,54.93621936,56.50793575,67.71614588,67.49909253,63.77991684,53.32217329
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Water supply; sewerage, waste management and remediation activities",Units,32.59120396,36.00805405,38.45808884,37.20812571,38.36944523,42.96879675,45.83013991,44.05336849,38.01412155,33.38413231,31.3061872,32.61121502,26.06015683,16.80846002,25.52753248,20.74123257,18.04208257,19.81350192,20.31985558,19.35662046,27.71945915,28.82818629,26.1862119,22.25050654
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Water transport,Units,1055.333411,3056.908321,721.2253449,802.5090245,691.3585668,1261.923591,1420.584453,1448.404013,1235.675367,1003.688742,754.7417436,754.9023377,632.1403042,709.7370363,349.4817084,831.3127422,720.8797835,630.6091222,580.800266,659.6508869,1023.300713,934.3998306,542.3732743,448.4380916
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wholesale and retail trade; repair of motor vehicles,Units,40.5155185,81.7767671,46.0227086,45.83006779,49.4098495,47.43465634,47.78599938,42.01753975,37.8885766,32.98054135,30.99366039,31.5477599,24.2446109,24.68812287,25.0320259,29.72721975,24.66224404,24.71006742,24.74826339,23.88477782,29.37229169,29.29305773,28.20525657,23.76503368
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wood and products of wood and cork,Units,37.2269031,37.53213568,41.9380433,41.32231405,50.88471058,59.51590896,65.33476065,58.0780011,52.12943838,46.78586684,45.83086931,41.52995352,32.8989183,29.74044412,28.99748366,23.59932028,17.2402784,18.0346361,17.69712903,15.13236923,16.87528379,19.99698727,20.06939122,18.86925795
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Accomodation and food services,Units,163.2876146,170.7498195,185.7093576,182.611982,197.6605743,201.6847086,203.9496119,192.8693982,160.2535871,142.3619647,133.5725044,126.5967955,101.6758829,85.62119816,96.68189501,125.1462838,107.2101532,115.6574423,111.9975856,103.7717629,116.1151867,110.6457379,100.3301799,87.54514658
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Administrative and support services,Units,75.80407837,94.78551527,88.43463885,87.39334625,94.18673819,102.6806875,101.9143998,83.60961196,79.63502923,68.89825406,68.59885824,66.28526128,50.83325915,50.18066427,53.71949279,60.86196631,52.42980855,55.4135699,53.13885639,48.2497499,60.36816846,60.83580065,56.96408621,48.39556374
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Agriculture, hunting, forestry",Units,331.0913822,308.1654531,373.4079513,389.0924465,259.1885496,264.4411785,247.8017412,258.7951321,202.8397346,164.5031683,171.8983611,152.3661805,132.3533723,113.4442399,139.5175611,147.7795975,122.1486076,132.7591121,119.9845115,117.3963954,160.2737762,153.0288535,128.1292514,228.1096839
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Air transport,Units,1670.395405,1802.940754,1894.435943,1911.34296,2016.714111,2086.973058,2207.181379,1816.116984,1546.375602,1384.658574,1345.979464,1275.995392,1156.799658,1069.111927,1191.554963,1133.52299,1019.58988,1097.330237,1056.797307,1013.107716,1211.930029,1247.059707,1213.168744,1150.812137
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Arts, entertainment and recreation",Units,92.10027696,93.26739582,104.6688785,103.6174023,107.5206994,109.6209583,117.436025,111.6258691,106.3517399,91.63132124,85.21199522,85.20362548,72.73148802,60.76976804,63.40767122,81.04443922,73.4963455,76.85242953,72.8812434,67.83372487,74.54150775,71.9769314,66.64831672,55.7757613
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Basic metals,Units,1345.866792,1454.377243,1482.430505,1469.120244,1517.294496,1529.509332,1440.600097,1383.692075,1227.888214,952.9074942,829.5620398,742.3265679,604.658315,526.6915545,627.430006,671.2418236,528.4950667,541.4686531,566.6657292,557.0018899,744.8495646,782.4811628,694.8884175,642.9148847
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Chemicals and pharmaceutical products,Units,345.3992831,376.7142842,391.5866861,379.1562005,369.5011904,398.574641,407.1292483,400.7253627,321.8497896,275.8455357,255.7558369,233.3982743,217.800034,202.2293091,218.8185741,235.9664729,201.4697976,221.1898445,210.3948657,200.2574411,241.099714,232.806408,221.502594,180.9977753
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Coke and refined petroleum products,Units,1362.479311,1261.41365,1416.318394,1429.408173,1326.497246,934.2566161,939.2842262,954.971229,661.5876356,557.2030793,465.9932411,388.7063673,367.7842191,289.949478,431.1511196,370.0429866,275.376377,274.5386352,269.9180268,286.3020143,427.1681294,502.9807159,443.5354652,380.1988982
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Computer, electronic and optical products",Units,148.5554403,149.8030305,165.8744843,161.5646942,159.9665766,167.8555883,177.8278297,162.6856543,130.2227993,109.3559324,100.7155612,95.6842608,82.26043848,75.11140477,81.74673671,74.02133606,65.9687914,69.26404599,67.44088861,60.24457174,68.80530817,66.72678916,61.8922041,54.24817851
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Construction,Units,151.7890537,170.5422995,175.6071708,178.2898651,178.5759384,201.9314838,200.0202677,185.4097143,151.0827791,133.102952,122.7567005,116.094237,100.9159815,99.1953204,105.4048151,105.2505456,91.19375678,95.23637889,90.21621076,86.36309226,98.70244266,95.71643538,91.73575539,92.88326497
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Education,Units,96.46357864,101.1735287,107.4198367,111.7690166,113.0009178,127.1545029,130.9157121,111.9921529,109.3188951,91.67451576,83.45597153,85.59862342,69.57643906,45.17103796,48.05499121,50.32124391,42.89475993,46.58401727,46.34955263,42.24910543,45.46191806,44.9609205,37.94580802,30.60206862
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Electrical equipment,Units,176.4108655,182.4484372,196.4042515,199.8566674,187.6585393,192.0941804,206.5938206,201.0210717,160.0137034,140.4618974,132.3029527,119.3299352,103.1266714,90.1913813,96.10904071,87.20697943,76.12517137,82.7724987,80.17703067,72.6187239,89.17463948,83.49617503,77.518255,67.94107882
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Electricity, gas, steam and air conditioning supply",Units,3938.417583,4281.145876,4689.004557,4618.604214,4623.984869,5808.62024,5929.546949,5498.273318,4539.937306,3735.819293,3366.124225,3106.811817,2700.072472,2146.435822,2049.391175,2098.339704,1985.377438,2196.798873,2230.623311,2200.000368,2531.338537,2405.015832,2047.349201,1790.066389
Germany,DE,DEU,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fabricated metal products,Units,281.3225809,292.5368573,297.7419961,300.9244031,281.5947154,304.1883017,304.1226711,294.524587,245.4729892,217.0841465,193.7415246,170.078705,149.0013837,132.5927997,142.0006716,134.8760248,113.2219803,117.2280573,113.3005376,104.2888217,124.334021,121.2088179,114.8510922,103.4913375
